"";"ProvId";"PrimeiroDeProvincia";"MunicId";"PrimeiroDeMunicipio";"Sexo_Condicao";"Total_Almas";"Raças_Branco";"Raças_Pardo";"Raças_Preto";"Raças_Caboclo";"Estado civil_Solteiro";"Estado civil_Casado";"Estado civil_Viúvo";"Religião_Católicos";"Religião_Acatólico";"Nacionalidade_Brasileira";"Nacionalidade_Estrangeira";"Instrução_Sabem Ler e Escrever";"Instrução_Analfabetos";"Instrução - população escolar de 6 a 15 anos_Frequentam Escola";"Instrução - população escolar de 6 a 15 anos_Não Frequentam Escola";"Instrução - população escolar de 6 a 15 anos_S./ Inf. da Frequência Escolar";"Defeitos físicos_Cegos";"Defeitos físicos_Surdos-Mudos";"Defeitos físicos_Aleijados";"Defeitos físicos_Dementes";"Defeitos físicos_Alienados";"Ausentes_Ausentes";"Transeuntes_Transeuntes";"Faixa Etária_1 mês";"Faixa Etária_2 meses";"Faixa Etária_3 meses";"Faixa Etária_4 meses";"Faixa Etária_5 meses";"Faixa Etária_6 meses";"Faixa Etária_7 meses";"Faixa Etária_8 meses";"Faixa Etária_9 meses";"Faixa Etária_10 meses";"Faixa Etária_11 meses";"Faixa Etária_1 ano";"Faixa Etária_2 anos";"Faixa Etária_3 anos";"Faixa Etária_4 anos";"Faixa Etária_5 anos";"Faixa Etária_6-10 anos";"Faixa Etária_11-15 anos";"Faixa Etária_16-20 anos";"Faixa Etária_21-25 anos";"Faixa Etária_26-30 anos";"Faixa Etária_31-40 anos";"Faixa Etária_41-50 anos";"Faixa Etária_51-60 anos";"Faixa Etária_61-70 anos";"Faixa Etária_71-80 anos";"Faixa Etária_81-90 anos";"Faixa Etária_91-100 anos";"Faixa Etária_Maiores de 100";"Faixa Etária_S/inf.";"Brasileiros segundo origem_Brasileiros adotivos";"Brasileiros segundo origem_Estrang. Naturalizados";"Brasileiros segundo origem_Amazonas";"Brasileiros segundo origem_Pará";"Brasileiros segundo origem_Maranhão";"Brasileiros segundo origem_Piauhy";"Brasileiros segundo origem_Ceará";"Brasileiros segundo origem_Rio Grande do Norte";"Brasileiros segundo origem_Parahyba";"Brasileiros segundo origem_Pernambuco";"Brasileiros segundo origem_Alagoas";"Brasileiros segundo origem_Sergipe";"Brasileiros segundo origem_Bahia";"Brasileiros segundo origem_Espírito Santo";"Brasileiros segundo origem_Rio de Janeiro";"Brasileiros segundo origem_São Paulo";"Brasileiros segundo origem_Paraná";"Brasileiros segundo origem_Santa Catharina";"Brasileiros segundo origem_Rio Grande do Sul";"Brasileiros segundo origem_Minas Geraes";"Brasileiros segundo origem_Goyaz";"Brasileiros segundo origem_Matto Grosso";"Brasileiros segundo origem_S./Inf. de Origem";"Estrangeiros segundo origem_Africanos";"Estrangeiros segundo origem_Alemães";"Estrangeiros segundo origem_Austríacos";"Estrangeiros segundo origem_Argentinos";"Estrangeiros segundo origem_Belgas";"Estrangeiros segundo origem_Bolivianos";"Estrangeiros segundo origem_Chineses";"Estrangeiros segundo origem_Dinamarqueses";"Estrangeiros segundo origem_Franceses";"Estrangeiros segundo origem_Gregos";"Estrangeiros segundo origem_Espanhóis";"Estrangeiros segundo origem_Holandeses";"Estrangeiros segundo origem_Húngaros";"Estrangeiros segundo origem_Ingleses";"Estrangeiros segundo origem_Italianos";"Estrangeiros segundo origem_Japoneses";"Estrangeiros segundo origem_Mexicanos";"Estrangeiros segundo origem_Norte-americanos";"Estrangeiros segundo origem_Orientais";"Estrangeiros segundo origem_Paraguaios";"Estrangeiros segundo origem_Persas";"Estrangeiros segundo origem_Peruanos";"Estrangeiros segundo origem_Portugueses";"Estrangeiros segundo origem_Russos";"Estrangeiros segundo origem_Suissos";"Estrangeiros segundo origem_Suecos";"Estrangeiros segundo origem_Turcos";"Estrangeiros segundo origem_Estrang. S./ Inf.";"Prof. liberais_Seculares (religiosos)";"Prof. liberais_Homens (relig. Regular)";"Prof. liberais_Mulheres (relig. Regular)";"Prof. liberais_Juizes";"Prof. liberais_Advogados";"Prof. liberais_Notários e escrivães";"Prof. liberais_Procuradores";"Prof. liberais_Oficiais de justiça";"Prof. liberais_Médicos";"Prof. liberais_Cirurgiões";"Prof. liberais_Farmacêuticos";"Prof. liberais_Parteiros";"Prof. liberais_Professores e homens de letras";"Prof. liberais_Empregados públicos";"Prof. liberais_Artistas";"Outras ocupações_Militares";"Outras ocupações_Marítimos";"Outras ocupações_Pescadores";"Outras ocupações_Capitalistas e proprietários";"Prof. Industriais e comerciais_Manufatureiros e fabricantes";"Prof. Industriais e comerciais_Comerciantes, guarda-livros e caixeiros";"Prof. Manuais e Mec._Costureiras";"Prof. Manuais e Mec._canteiros, calcoteiros, mineiros e cavouqueiros";"Prof. Manuais e Mec._em metais";"Prof. Manuais e Mec._em madeiras";"Prof. Manuais e Mec._em tecidos";"Prof. Manuais e Mec._de edificações";"Prof. Manuais e Mec._em couros e peles";"Prof. Manuais e Mec._em tinturaria";"Prof. Manuais e Mec._de vestuários";"Prof. Manuais e Mec._de chapéus";"Prof. Manuais e Mec._de calçado";"Prof. Agric._Lavradores";"Prof. Agric._Criadores";"Outras ocupações_Criados e jornaleiros";"Outras ocupações_Serviço doméstico";"Sem profissão_Sem profissão";"Outras ocupações_S./ Inf. "
"1";9;"Alagoas";906;"Alagoas";"Homem Escravizado";539;0;119;420;0;451;64;24;539;0;447;92;0;539;0;0;125;2;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;2;11;11;11;8;61;64;51;50;55;76;73;42;14;4;4;0;2;0;0;0;0;0;0;0;1;0;0;18;428;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;2;303;0;55;67;108;0
"2";9;"Alagoas";906;"Alagoas";"Homem Livre";3978;1460;2128;318;72;2533;1228;217;3978;0;3966;12;924;3054;280;725;0;15;4;16;3;1;33;29;28;12;27;6;7;19;7;15;9;5;3;81;129;108;129;134;576;429;408;290;308;507;355;230;105;41;7;2;1;0;0;0;0;1;1;0;4;0;2;70;3884;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;3;2;0;2;1;4;1;1;2;0;2;0;8;17;131;1;40;135;12;12;197;0;0;25;81;0;21;0;0;20;0;18;1376;0;234;90;1542;0
"3";9;"Alagoas";906;"Alagoas";"Mulher Escravizada";507;0;117;390;0;444;46;17;507;0;467;40;0;507;0;0;143;2;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;6;7;12;11;11;82;61;56;47;51;69;43;32;13;5;1;0;0;0;0;0;0;0;1;0;0;0;0;15;449;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;174;0;14;110;198;0
"4";9;"Alagoas";906;"Alagoas";"Mulher Livre";4778;1739;2565;415;59;3065;1203;510;4778;0;4776;2;755;4023;282;798;0;10;2;7;4;6;12;20;19;20;20;22;5;17;9;6;14;10;10;83;141;103;119;127;628;452;560;428;465;658;383;301;120;41;13;2;2;0;0;0;0;0;2;0;0;0;2;67;4705;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;0;8;0;0;0;25;25;59;659;0;0;0;0;0;0;0;0;0;2;464;12;321;704;2492;0
"5";9;"Alagoas";906;"Alagoas";"Total";9802;3199;4929;1543;131;6493;2541;768;9802;0;9656;146;1679;8123;562;1523;268;29;6;24;7;7;50;51;47;32;47;28;12;36;16;21;23;15;13;172;288;234;270;280;1347;1006;1075;815;879;1310;854;605;252;91;25;4;5;0;0;0;0;1;4;0;5;0;4;170;9466;4;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;3;2;0;2;1;4;1;1;2;0;2;1;14;17;139;1;40;135;37;37;256;670;0;25;84;0;22;0;0;20;0;22;2317;12;624;971;4340;0
"6";9;"Alagoas";906;"Alagoas";"Total Livres";1046;0;236;810;0;895;110;41;1046;0;914;132;0;1046;0;0;268;4;0;1;0;0;5;2;0;0;0;0;0;0;0;0;0;0;0;8;18;23;22;19;143;125;107;97;106;145;116;74;27;9;5;0;2;0;0;0;0;0;1;0;1;0;0;33;877;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;3;0;1;0;0;0;0;2;477;0;69;177;306;0
"7";9;"Alagoas";906;"Alagoas";"Total Livres";8756;3199;4693;733;131;5598;2431;727;8756;0;8742;14;1679;7077;562;1523;0;25;6;23;7;7;45;49;47;32;47;28;12;36;16;21;23;15;13;164;270;211;248;261;1204;881;968;718;773;1165;738;531;225;82;20;4;3;0;0;0;0;1;3;0;4;0;4;137;8589;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;3;2;0;2;1;4;1;1;2;0;2;1;14;17;139;1;40;135;37;37;256;659;0;25;81;0;21;0;0;20;0;20;1840;12;555;794;4034;0
"8";9;"Alagoas";913;"Anadia";"Homem Escravizado";1124;0;340;784;0;1008;98;18;1124;0;1063;61;0;1124;0;0;307;0;0;4;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;25;45;35;40;30;173;134;125;102;101;152;103;39;15;4;1;0;0;0;0;0;0;0;0;0;0;0;0;12;1051;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;3;410;0;444;42;221;0
"9";9;"Alagoas";913;"Anadia";"Homem Livre";10789;2758;7582;286;163;7364;3142;283;10789;0;10773;16;1085;9704;229;2814;0;15;3;15;5;5;5;8;57;56;31;29;17;54;12;29;17;17;12;365;438;394;441;481;1900;1143;1127;806;886;1111;691;399;163;59;18;10;3;23;1;0;1;0;0;0;0;0;2;72;10688;3;6;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;0;0;0;0;0;4;0;0;0;0;2;0;3;0;0;1;0;17;2;15;0;3;0;9;12;39;0;0;36;52;0;10;11;0;35;0;43;4548;13;1305;49;4580;0
"10";9;"Alagoas";913;"Anadia";"Mulher Escravizada";1060;0;382;678;0;967;78;15;1060;0;1014;46;0;1060;0;0;287;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;31;36;25;26;20;174;113;134;102;113;165;71;28;8;4;2;2;5;1;0;0;0;0;0;0;0;0;0;2;1012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;240;0;186;385;233;0
"11";9;"Alagoas";913;"Anadia";"Mulher Livre";10702;2674;7566;296;166;7040;3114;548;10702;0;10697;5;564;10138;139;2725;0;8;1;5;2;8;5;18;58;38;45;32;31;44;21;14;21;20;89;365;409;436;380;299;1778;1086;1324;1045;972;1112;605;280;110;38;20;9;8;13;0;0;0;0;0;0;0;0;2;73;10616;3;3;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;3;0;8;287;0;0;0;44;0;0;0;0;0;0;643;0;253;2517;6945;0
"12";9;"Alagoas";913;"Anadia";"Total";23675;5432;15870;2044;329;16379;6432;864;23675;0;23547;128;1649;22026;368;5539;594;23;4;24;8;13;12;26;115;94;76;61;48;98;33;43;38;37;101;786;928;890;887;830;4025;2476;2710;2055;2072;2540;1470;746;296;105;41;21;16;37;1;0;1;0;0;0;0;0;4;159;23367;6;9;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;0;0;0;0;0;4;0;0;0;0;2;0;3;0;0;1;0;19;2;15;0;3;0;12;12;47;303;0;36;54;44;10;11;0;37;0;46;5841;13;2188;2993;11979;0
"13";9;"Alagoas";913;"Anadia";"Total Livres";2184;0;722;1462;0;1975;176;33;2184;0;2077;107;0;2184;0;0;594;0;0;4;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;56;81;60;66;50;347;247;259;204;214;317;174;67;23;8;3;2;5;1;0;0;0;0;0;0;0;0;0;14;2063;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;2;0;0;0;0;2;0;3;650;0;630;427;454;0
"14";9;"Alagoas";913;"Anadia";"Total Livres";21491;5432;15148;582;329;14404;6256;831;21491;0;21470;21;1649;19842;368;5539;0;23;4;20;7;13;10;26;115;94;76;61;48;98;33;43;38;37;101;730;847;830;821;780;3678;2229;2451;1851;1858;2223;1296;679;273;97;38;19;11;36;1;0;1;0;0;0;0;0;4;145;21304;6;9;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;0;0;0;0;0;4;0;0;0;0;2;0;3;0;0;1;0;19;2;15;0;3;0;12;12;47;287;0;36;52;44;10;11;0;35;0;43;5191;13;1558;2566;11525;0
"15";9;"Alagoas";912;"Assembléia";"Homem Escravizado";941;0;146;795;0;764;155;22;941;0;877;64;3;938;0;0;260;1;0;7;1;0;8;3;0;0;0;0;0;0;0;0;0;0;12;23;37;36;36;46;146;114;111;85;88;63;76;47;12;8;1;0;0;0;0;0;0;0;0;2;16;0;0;84;773;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;17;0;0;0;0;0;2;726;0;24;35;133;0
"16";9;"Alagoas";912;"Assembléia";"Homem Livre";15808;4106;10520;810;372;10578;4737;493;15808;0;15780;28;1558;14250;262;3962;0;19;4;43;6;7;121;6;145;162;102;82;70;122;65;73;78;62;41;643;600;641;595;678;2696;1528;1579;1288;1328;1418;868;483;290;112;42;17;0;0;0;0;4;0;0;0;14;1;62;1880;13794;3;22;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;2;0;0;0;0;0;4;1;0;1;3;0;10;7;88;14;0;0;56;6;165;0;0;37;39;159;11;4;0;27;0;24;7679;49;149;700;6572;1
"17";9;"Alagoas";912;"Assembléia";"Mulher Escravizada";989;0;233;756;0;857;117;15;989;0;963;26;1;988;0;0;239;3;0;8;2;0;3;6;0;0;0;0;0;0;0;0;0;0;9;38;41;44;43;29;126;113;151;82;99;99;76;22;8;9;0;0;0;0;0;0;0;0;0;2;4;0;2;158;797;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;693;0;22;86;167;0
"18";9;"Alagoas";912;"Assembléia";"Mulher Livre";15695;3778;10418;897;602;10463;4354;878;15695;0;15686;9;654;15041;174;3535;0;17;4;26;4;10;41;6;97;105;93;103;119;96;105;97;62;108;95;719;706;713;667;672;2386;1323;1768;1135;1498;1557;826;347;155;93;35;13;2;0;0;0;0;0;47;94;198;29;76;1724;13229;163;126;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;4;0;50;0;0;0;0;0;10;541;0;0;0;335;0;0;0;0;0;0;2930;0;232;899;10685;0
"19";9;"Alagoas";912;"Assembléia";"Total";33433;7884;21317;3258;974;22662;9363;1408;33433;0;33306;127;2216;31217;436;7497;499;40;8;84;13;17;173;21;242;267;195;185;189;218;170;170;140;170;157;1423;1384;1434;1341;1425;5354;3078;3609;2590;3013;3137;1846;899;465;222;78;30;2;0;0;0;4;0;47;98;232;30;140;3846;28593;167;149;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;2;0;0;0;0;0;4;1;0;1;3;9;14;7;138;14;0;0;56;6;175;541;0;41;39;532;11;4;0;27;0;26;12028;49;427;1720;17557;1
"20";9;"Alagoas";912;"Assembléia";"Total Livres";1930;0;379;1551;0;1621;272;37;1930;0;1840;90;4;1926;0;0;499;4;0;15;3;0;11;9;0;0;0;0;0;0;0;0;0;0;21;61;78;80;79;75;272;227;262;167;187;162;152;69;20;17;1;0;0;0;0;0;0;0;0;4;20;0;2;242;1570;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;38;0;0;0;0;0;2;1419;0;46;121;300;0
"21";9;"Alagoas";912;"Assembléia";"Total Livres";31503;7884;20938;1707;974;21041;9091;1371;31503;0;31466;37;2212;29291;436;7497;0;36;8;69;10;17;162;12;242;267;195;185;189;218;170;170;140;170;136;1362;1306;1354;1262;1350;5082;2851;3347;2423;2826;2975;1694;830;445;205;77;30;2;0;0;0;4;0;47;94;212;30;138;3604;27023;166;148;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;2;0;0;0;0;0;4;1;0;1;3;9;14;7;138;14;0;0;56;6;175;541;0;37;39;494;11;4;0;27;0;24;10609;49;381;1599;17257;1
"22";9;"Alagoas";908;"Atalaia";"Homem Escravizado";930;0;267;663;0;881;40;9;930;0;908;22;0;930;0;0;255;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;25;26;22;22;19;147;108;127;82;84;148;83;23;12;2;0;0;0;0;0;0;0;0;0;0;0;0;0;11;897;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;150;0;604;71;101;0
"23";9;"Alagoas";908;"Atalaia";"Homem Livre";11336;2160;8216;465;495;7729;3313;294;11336;0;11327;9;1868;9468;285;2496;0;12;2;24;1;1;43;0;36;48;39;32;25;51;18;23;25;22;11;379;522;414;512;443;1748;1033;1435;1018;1118;1166;689;345;112;58;9;4;1;0;0;2;0;0;0;2;0;0;0;117;11204;0;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;3;0;0;0;0;0;2;4;0;0;0;0;3;5;56;12;3;10;3;6;128;0;0;28;34;0;6;12;0;31;0;29;3226;0;2268;110;5357;0
"24";9;"Alagoas";908;"Atalaia";"Mulher Escravizada";958;0;353;605;0;923;26;9;958;0;947;11;0;958;0;0;242;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;39;28;22;21;135;107;85;103;78;171;82;35;2;4;4;0;0;0;0;0;0;0;0;0;0;0;0;2;945;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;9;0;386;448;106;0
"25";9;"Alagoas";908;"Atalaia";"Mulher Livre";11358;1674;8913;314;457;7495;3236;627;11358;0;11357;1;1324;10034;248;2384;0;5;1;7;2;1;4;0;30;34;27;40;23;47;22;27;21;15;6;342;483;545;519;553;1555;1077;1243;1189;1292;1171;613;308;115;45;16;0;0;0;0;0;0;0;0;0;0;0;2;96;11259;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;7;0;275;490;0;0;0;0;0;0;0;0;0;0;253;0;211;4088;6029;0
"26";9;"Alagoas";908;"Atalaia";"Total";24582;3834;17749;2047;952;17028;6615;939;24582;0;24539;43;3192;21390;533;4880;497;17;3;31;3;2;48;0;66;82;66;72;48;98;40;50;46;37;17;788;1070;1009;1075;1036;3585;2325;2890;2392;2572;2656;1467;711;241;109;29;4;1;0;0;2;0;0;0;2;0;0;2;226;24305;0;2;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;3;0;0;0;0;0;2;4;0;0;0;1;7;5;56;12;3;10;10;6;403;499;0;28;36;0;6;12;0;31;0;31;3638;0;3469;4717;11593;0
"27";9;"Alagoas";908;"Atalaia";"Total Livres";1888;0;620;1268;0;1804;66;18;1888;0;1855;33;0;1888;0;0;497;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;67;65;50;44;40;282;215;212;185;162;319;165;58;14;6;4;0;0;0;0;0;0;0;0;0;0;0;0;13;1842;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;2;0;0;0;0;0;0;2;159;0;990;519;207;0
"28";9;"Alagoas";908;"Atalaia";"Total Livres";22694;3834;17129;779;952;15224;6549;921;22694;0;22684;10;3192;19502;533;4880;0;17;3;31;3;2;47;0;66;82;66;72;48;98;40;50;46;37;17;721;1005;959;1031;996;3303;2110;2678;2207;2410;2337;1302;653;227;103;25;4;1;0;0;2;0;0;0;2;0;0;2;213;22463;0;2;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;3;0;0;0;0;0;2;4;0;0;0;1;7;5;56;12;3;10;10;6;403;490;0;28;34;0;6;12;0;31;0;29;3479;0;2479;4198;11386;0
"29";9;"Alagoas";915;"Cururipe";"Homem Escravizado";639;0;188;451;0;562;61;16;639;0;558;81;0;639;0;0;150;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;14;21;16;27;81;69;74;88;69;93;54;16;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;556;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;361;0;0;27;248;0
"30";9;"Alagoas";915;"Cururipe";"Homem Livre";4015;1643;1992;346;34;2608;1234;173;4015;0;3989;26;532;3483;130;1025;0;9;2;2;1;1;12;11;11;12;18;7;13;6;13;14;9;8;8;58;95;95;103;109;679;476;476;488;469;365;247;144;61;21;6;3;1;0;0;0;0;0;0;0;0;0;0;27;3938;20;2;0;0;0;0;0;1;0;0;0;1;20;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;4;12;0;9;33;3;3;40;0;1;0;26;13;15;0;0;14;0;33;1931;0;0;34;1842;0
"31";9;"Alagoas";915;"Cururipe";"Mulher Escravizada";587;0;191;396;0;532;42;13;587;0;540;47;0;587;0;0;150;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;16;21;23;36;79;71;72;90;62;67;31;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;532;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;269;0;0;24;294;0
"32";9;"Alagoas";915;"Cururipe";"Mulher Livre";3891;1550;1939;364;38;2461;1176;254;3891;0;3879;12;262;3629;37;940;0;6;1;8;0;0;4;6;11;15;8;13;7;10;10;8;7;10;4;73;103;82;110;159;565;412;480;538;431;385;237;120;54;22;10;7;0;0;0;0;0;0;0;0;0;0;0;19;3833;23;2;0;2;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;2;0;0;74;0;0;0;0;0;0;0;0;0;0;194;0;0;286;3332;0
"33";9;"Alagoas";915;"Cururipe";"Total";9132;3193;4310;1557;72;6163;2513;456;9132;0;8966;166;794;8338;167;1965;300;17;3;10;1;1;16;17;22;27;26;20;20;16;23;22;16;18;12;149;228;219;252;331;1404;1028;1102;1204;1031;910;569;285;126;45;16;10;1;0;0;0;0;0;0;0;0;0;0;54;8859;45;4;0;2;0;0;0;1;0;0;0;1;32;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;3;4;12;0;9;33;5;3;40;74;1;0;27;13;16;0;0;14;0;34;2755;0;0;371;5716;0
"34";9;"Alagoas";915;"Cururipe";"Total Livres";1226;0;379;847;0;1094;103;29;1226;0;1098;128;0;1226;0;0;300;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;30;42;39;63;160;140;146;178;131;160;85;21;11;2;0;0;0;0;0;0;0;0;0;0;0;0;0;8;1088;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;630;0;0;51;542;0
